Country,Year,Value
Croatia,2013,10982.237
Croatia,2014,11156.831
Croatia,2015,11290.507
Croatia,2016,12428.181
Croatia,2017,15531.722
Croatia,2018,16110.117
Croatia,2019,18090.89
Croatia,2020,20827.747
Egypt,2016,145.547
Egypt,2017,306.756
Egypt,2018,693.392
Egypt,2016,515.803
Egypt,2017,457.877
Egypt,2018,691.949
Egypt,2013,35274
Egypt,2014,39659
Egypt,2015,43035
Egypt,2016,48299.682
Egypt,2017,63621.722
Egypt,2018,70857.726
Egypt,2019,77938
Egypt,2020,88381
Egypt,2016,436.845
Egypt,2017,1847.716
Egypt,2018,787.565
Egypt,2019,2472
Egypt,2020,2719
Egypt,2016,508.602
Egypt,2017,241.394
Egypt,2018,215.022
Egypt,2016,33716.338
Egypt,2017,43837.099
Egypt,2018,51808.935
Egypt,2016,33861.885
Egypt,2017,44143.855
Egypt,2018,52502.327
Egypt,2019,60831
Egypt,2020,66914
Egypt,2016,9881.14
Egypt,2017,15823.323
Egypt,2018,15164.087
Egypt,2019,14162
Egypt,2020,15578
Egypt,2016,8.03
Egypt,2017,17.35
Egypt,2018,38.804
Egypt,2016,28.458
Egypt,2017,25.897
Egypt,2018,38.723
Egypt,2013,5080.513
Egypt,2014,5552.071
Egypt,2015,5511.655
Egypt,2016,2664.81
Egypt,2017,3598.344
Egypt,2018,3965.333
Egypt,2019,4873.227
Egypt,2020,5635.034
Egypt,2016,24.102
Egypt,2017,104.504
Egypt,2018,44.074
Egypt,2019,154.567
Egypt,2020,173.359
Egypt,2016,28.061
Egypt,2017,13.653
Egypt,2018,12.033
Egypt,2016,1860.212
Egypt,2017,2479.357
Egypt,2018,2899.326
Egypt,2016,1868.242
Egypt,2017,2496.707
Egypt,2018,2938.13
Egypt,2019,3803.578
Egypt,2020,4266.332
Egypt,2016,545.166
Egypt,2017,894.942
Egypt,2018,848.611
Egypt,2019,885.507
Egypt,2020,993.229
Estonia,2010,694.208
Estonia,2011,603
Estonia,2012,777.033
Estonia,2013,976.42
Estonia,2014,1229.66
Estonia,2015,1407.57
Estonia,2016,1713.06
Estonia,2017,1129.676
Estonia,2018,1241.605
Estonia,2019,1898.043
Estonia,2020,2701.9
Estonia,2013,0
Estonia,2014,0
Estonia,2015,0
Estonia,2016,0
Estonia,2017,0
Estonia,2018,0
Estonia,2019,0
Estonia,2020,6.86
Estonia,2010,1070.712
Estonia,2011,1134
Estonia,2012,1480.551
Estonia,2013,1771.13
Estonia,2014,2204.45
Estonia,2015,2612.5
Estonia,2016,3096.3
Estonia,2017,3639.717
Estonia,2018,3939.851
Estonia,2019,4754.86
Estonia,2020,5301.757
Estonia,2010,43.013
Estonia,2011,9
Estonia,2012,4.684
Estonia,2013,1.87
Estonia,2014,3
Estonia,2015,2.06
Estonia,2016,9.16
Estonia,2017,13.237
Estonia,2018,7.595
Estonia,2019,3.619
Estonia,2020,18.4
Estonia,2010,1.214
Estonia,2011,0
Estonia,2012,0
Estonia,2013,0
Estonia,2014,0
Estonia,2015,0
Estonia,2016,0
Estonia,2017,0
Estonia,2018,0
Estonia,2019,0
Estonia,2020,0
Estonia,2013,0
Estonia,2014,0
Estonia,2015,0
Estonia,2016,0
Estonia,2017,0
Estonia,2018,0
Estonia,2019,0
Estonia,2010,190.585
Estonia,2011,295
Estonia,2012,379.353
Estonia,2013,376.977
Estonia,2014,488.98
Estonia,2015,588.3
Estonia,2016,568.93
Estonia,2017,1733.389
Estonia,2018,1951.047
Estonia,2019,1984.906
Estonia,2020,1621.215
Estonia,2010,100.533
Estonia,2011,186
Estonia,2012,242.431
Estonia,2013,308.49
Estonia,2014,374.54
Estonia,2015,528.917
Estonia,2016,721.87
Estonia,2017,147.518
Estonia,2018,122.173
Estonia,2019,168.588
Estonia,2020,141.389
Estonia,2010,321.54
Estonia,2011,274.8
Estonia,2012,354.413
Estonia,2013,484.35
Estonia,2014,577
Estonia,2015,677.57
Estonia,2016,748.99
Estonia,2017,430.478
Estonia,2018,511.245
Estonia,2019,694.289
Estonia,2020,924.5
Estonia,2010,372.669
Estonia,2011,328.2
Estonia,2012,422.62
Estonia,2013,492.07
Estonia,2014,652.66
Estonia,2015,730
Estonia,2016,964.07
Estonia,2017,699.198
Estonia,2018,730.36
Estonia,2019,1203.754
Estonia,2020,1777.4
Estonia,2010,927.601
Estonia,2011,780.222
Estonia,2012,1025.217
Estonia,2013,1346.581
Estonia,2014,1492.93
Estonia,2015,1532.421
Estonia,2016,1805.737
Estonia,2017,1354.82
Estonia,2018,1421.638
Estonia,2019,2132.262
Estonia,2020,3315.501
Estonia,2013,0
Estonia,2014,0
Estonia,2015,0
Estonia,2016,0
Estonia,2017,0
Estonia,2018,0
Estonia,2019,0
Estonia,2020,8.418
Estonia,2010,1430.685
Estonia,2011,1467.283
Estonia,2012,1953.439
Estonia,2013,2442.565
Estonia,2014,2676.423
Estonia,2015,2844.229
Estonia,2016,3263.81
Estonia,2017,4365.113
Estonia,2018,4511.129
Estonia,2019,5341.61
Estonia,2020,6505.786
Estonia,2010,57.473
Estonia,2011,11.645
Estonia,2012,6.18
Estonia,2013,2.579
Estonia,2014,3.642
Estonia,2015,2.243
Estonia,2016,9.656
Estonia,2017,15.875
Estonia,2018,8.696
Estonia,2019,4.066
Estonia,2020,22.579
Estonia,2010,1.623
Estonia,2011,0
Estonia,2012,0
Estonia,2013,0
Estonia,2014,0
Estonia,2015,0
Estonia,2016,0
Estonia,2017,0
Estonia,2018,0
Estonia,2019,0
Estonia,2020,0
Estonia,2013,0
Estonia,2014,0
Estonia,2015,0
Estonia,2016,0
Estonia,2017,0
Estonia,2018,0
Estonia,2019,0
Estonia,2010,254.659
Estonia,2011,381.701
Estonia,2012,500.518
Estonia,2013,519.889
Estonia,2014,593.671
Estonia,2015,640.482
Estonia,2016,599.709
Estonia,2017,2078.853
Estonia,2018,2233.949
Estonia,2019,2229.843
Estonia,2020,1989.393
Estonia,2010,134.332
Estonia,2011,240.665
Estonia,2012,319.863
Estonia,2013,425.439
Estonia,2014,454.729
Estonia,2015,575.832
Estonia,2016,760.923
Estonia,2017,176.918
Estonia,2018,139.888
Estonia,2019,189.392
Estonia,2020,173.498
Estonia,2010,429.641
Estonia,2011,355.564
Estonia,2012,467.613
Estonia,2013,667.967
Estonia,2014,700.536
Estonia,2015,737.67
Estonia,2016,789.51
Estonia,2017,516.272
Estonia,2018,585.376
Estonia,2019,779.964
Estonia,2020,1134.454
Estonia,2010,497.96
Estonia,2011,424.658
Estonia,2012,557.605
Estonia,2013,678.614
Estonia,2014,792.395
Estonia,2015,794.751
Estonia,2016,1016.226
Estonia,2017,838.548
Estonia,2018,836.262
Estonia,2019,1352.297
Estonia,2020,2181.048
"Hong Kong, China",2010,606941.31
"Hong Kong, China",2011,617087.42
"Hong Kong, China",2012,700104.12
"Hong Kong, China",2013,797614.17
"Hong Kong, China",2014,853518.47
"Hong Kong, China",2015,891902.08
"Hong Kong, China",2016,953239.79
"Hong Kong, China",2017,1157407.77
"Hong Kong, China",2018,1163593.29
"Hong Kong, China",2019,1295997.7
"Hong Kong, China",2020,1471634.81
"Hong Kong, China",2010,43029.59
"Hong Kong, China",2011,36468.35
"Hong Kong, China",2012,31092.04
"Hong Kong, China",2013,31163.32
"Hong Kong, China",2014,34637.94
"Hong Kong, China",2015,38892.54
"Hong Kong, China",2016,46545.03
"Hong Kong, China",2017,47345.97
"Hong Kong, China",2018,53416.64
"Hong Kong, China",2019,36903.37
"Hong Kong, China",2020,44856.38
"Hong Kong, China",2010,157373.25
"Hong Kong, China",2011,155560.72
"Hong Kong, China",2012,169272.83
"Hong Kong, China",2013,178407.44
"Hong Kong, China",2014,183277.76
"Hong Kong, China",2015,196981.16
"Hong Kong, China",2016,213125.97
"Hong Kong, China",2017,239600.38
"Hong Kong, China",2018,278696.81
"Hong Kong, China",2019,301155.87
"Hong Kong, China",2020,331857.78
"Hong Kong, China",2010,65155.42
"Hong Kong, China",2011,80873.64
"Hong Kong, China",2012,90722.9
"Hong Kong, China",2013,101622.97
"Hong Kong, China",2014,110260.74
"Hong Kong, China",2015,110787.99
"Hong Kong, China",2016,117844.15
"Hong Kong, China",2017,131612.27
"Hong Kong, China",2018,155682.86
"Hong Kong, China",2019,167666.66
"Hong Kong, China",2020,185710.55
"Hong Kong, China",2010,78068.211
"Hong Kong, China",2011,79465.253
"Hong Kong, China",2012,90330.188
"Hong Kong, China",2013,102871.499
"Hong Kong, China",2014,110053.313
"Hong Kong, China",2015,115076.715
"Hong Kong, China",2016,122935.232
"Hong Kong, China",2017,148119.756
"Hong Kong, China",2018,148531.183
"Hong Kong, China",2019,166430.936
"Hong Kong, China",2020,189814.886
"Hong Kong, China",2010,5534.708
"Hong Kong, China",2011,4696.201
"Hong Kong, China",2012,4011.617
"Hong Kong, China",2013,4019.258
"Hong Kong, China",2014,4466.242
"Hong Kong, China",2015,5018.069
"Hong Kong, China",2016,6002.712
"Hong Kong, China",2017,6059.121
"Hong Kong, China",2018,6818.565
"Hong Kong, China",2019,4739.1
"Hong Kong, China",2020,5785.68
"Hong Kong, China",2010,20242.234
"Hong Kong, China",2011,20032.286
"Hong Kong, China",2012,21840.246
"Hong Kong, China",2013,23009.923
"Hong Kong, China",2014,23631.972
"Hong Kong, China",2015,25415.284
"Hong Kong, China",2016,27485.939
"Hong Kong, China",2017,30662.961
"Hong Kong, China",2018,35575.288
"Hong Kong, China",2019,38674.184
"Hong Kong, China",2020,42803.79
"Hong Kong, China",2010,8380.657
"Hong Kong, China",2011,10414.479
"Hong Kong, China",2012,11705.425
"Hong Kong, China",2013,13106.722
"Hong Kong, China",2014,14217.103
"Hong Kong, China",2015,14294.302
"Hong Kong, China",2016,15197.853
"Hong Kong, China",2017,16843.137
"Hong Kong, China",2018,19872.716
"Hong Kong, China",2019,21531.612
"Hong Kong, China",2020,23953.379
Indonesia,2010,125720000
Indonesia,2011,136543777.562
Indonesia,2012,153750000
Indonesia,2013,157600000
Indonesia,2014,186140000
Indonesia,2015,200104742.153
Indonesia,2016,228878462.284
Indonesia,2017,255283253.01
Indonesia,2018,261072440.621
Indonesia,2019,283144484.218
Indonesia,2020,306098588.635
Indonesia,2010,13982.872
Indonesia,2011,15057.761
Indonesia,2012,15899.69
Indonesia,2013,12929.691
Indonesia,2014,14963.023
Indonesia,2015,14505.599
Indonesia,2016,17034.717
Indonesia,2017,18842.874
Indonesia,2018,18028.62
Indonesia,2019,20368.634
Indonesia,2020,21701.417
Israel,2010,29102.1
Israel,2011,33965.606
Israel,2012,44249.272
Israel,2013,60921.684
Israel,2014,72665.43
Israel,2015,70626.294
Israel,2016,77466.243
Israel,2017,85696.694
Israel,2018,86396.17
Israel,2019,102667.206
Israel,2020,107339.758
Israel,2010,42371.217
Israel,2011,49301.202
Israel,2012,54523.313
Israel,2013,50502.887
Israel,2014,51472.657
Israel,2015,50683.112
Israel,2016,51593.785
Israel,2017,52915.051
Israel,2018,58537.143
Israel,2019,58880.452
Israel,2020,58307.027
Israel,2010,5332.996
Israel,2011,7920.012
Israel,2012,12424.093
Israel,2013,16125.999
Israel,2014,19196.377
Israel,2015,23144.422
Israel,2016,27964.174
Israel,2017,33804.041
Israel,2018,36459.694
Israel,2019,42289.411
Israel,2020,42985.533
Israel,2010,396951.714
Israel,2011,428825.042
Israel,2012,483121.994
Israel,2013,529947.554
Israel,2014,597143.644
Israel,2015,640842.031
Israel,2016,676559.762
Israel,2017,733008.155
Israel,2018,745458.427
Israel,2019,872497.242
Israel,2020,925945.246
Israel,2010,6528.977
Israel,2011,6256.825
Israel,2012,7257.295
Israel,2013,8887.934
Israel,2014,10445.75
Israel,2015,11005.819
Israel,2016,12724.733
Israel,2017,13116.09
Israel,2018,14743.97
Israel,2019,19391.377
Israel,2020,20629.416
Israel,2010,2101.168
Israel,2011,2562.949
Israel,2012,2771.872
Israel,2013,3310.135
Israel,2014,3568.699
Israel,2015,3667.689
Israel,2016,3712.735
Israel,2017,3820.97
Israel,2018,4130.793
Israel,2019,4695.474
Israel,2020,4767.288
Israel,2010,906.454
Israel,2011,906.52
Israel,2012,871.311
Israel,2013,1150.751
Israel,2014,1700.591
Israel,2015,1829.707
Israel,2016,1287.074
Israel,2017,1547.837
Israel,2018,1942.829
Israel,2019,1734.923
Israel,2020,1742.654
Israel,2010,255321.703
Israel,2011,281885.157
Israel,2012,302985.552
Israel,2013,323994.377
Israel,2014,357246.852
Israel,2015,381235.856
Israel,2016,390542.672
Israel,2017,412125.311
Israel,2018,409677.569
Israel,2019,477087.803
Israel,2020,486936.143
Israel,2010,297692.92
Israel,2011,331186.359
Israel,2012,357508.865
Israel,2013,374497.264
Israel,2014,408719.509
Israel,2015,432013.727
Israel,2016,442136.457
Israel,2017,465040.362
Israel,2018,468214.712
Israel,2019,535968.255
Israel,2020,545243.17
Israel,2010,27738.86
Israel,2011,19615.293
Israel,2012,25307.004
Israel,2013,25415.607
Israel,2014,30107.245
Israel,2015,38556.1
Israel,2016,43470.233
Israel,2017,52478.598
Israel,2018,42560.835
Israel,2019,47755.213
Israel,2020,56002.34
Israel,2010,3097.088
Israel,2011,4812.668
Israel,2012,6441.667
Israel,2013,6959.41
Israel,2014,9438.812
Israel,2015,10947.21
Israel,2016,13122.793
Israel,2017,15600.744
Israel,2018,21705.929
Israel,2019,26443.903
Israel,2020,32074.357
Israel,2010,0
Israel,2011,0
Israel,2012,0
Israel,2013,0
Israel,2014,0
Israel,2015,0
Israel,2016,0
Israel,2017,0
Israel,2018,0
Israel,2019,0
Israel,2020,0
Israel,2010,0
Israel,2011,0
Israel,2012,0
Israel,2013,0
Israel,2014,0
Israel,2015,0
Israel,2016,0
Israel,2017,0
Israel,2018,0
Israel,2019,0
Israel,2020,0
Israel,2010,2695.811
Israel,2011,4372.891
Israel,2012,2933.264
Israel,2013,4554.258
Israel,2014,5602.557
Israel,2015,8524.465
Israel,2016,11972.338
Israel,2017,13095.873
Israel,2018,10692.906
Israel,2019,11047.336
Israel,2020,10129.441
Israel,2010,24587.153
Israel,2011,28048.45
Israel,2012,40139.214
Israel,2013,54983.123
Israel,2014,65851.63
Israel,2015,61188.776
Israel,2016,63594.861
Israel,2017,70105.8
Israel,2018,72144.418
Israel,2019,87404.896
Israel,2020,90809.262
Israel,2010,1819.136
Israel,2011,1544.265
Israel,2012,1176.794
Israel,2013,1384.303
Israel,2014,1211.243
Israel,2015,913.053
Israel,2016,1899.044
Israel,2017,2495.021
Israel,2018,3558.846
Israel,2019,4214.974
Israel,2020,6401.055
Israel,2010,8200.085
Israel,2011,8889.193
Israel,2012,11853.542
Israel,2013,17551.623
Israel,2014,18684.862
Israel,2015,18100.024
Israel,2016,20147.267
Israel,2017,24717.823
Israel,2018,23051.273
Israel,2019,29706.946
Israel,2020,33387.172
Israel,2010,11938.917
Israel,2011,12902.696
Israel,2012,14605.763
Israel,2013,14549.953
Israel,2014,13235.448
Israel,2015,12989.009
Israel,2016,13418.41
Israel,2017,15262.489
Israel,2018,15618.235
Israel,2019,17037.168
Israel,2020,18135.934
Israel,2010,1502.676
Israel,2011,2072.759
Israel,2012,3328.179
Israel,2013,4645.923
Israel,2014,4936.07
Israel,2015,5931.425
Israel,2016,7272.867
Israel,2017,9750.228
Israel,2018,9727.773
Israel,2019,12236.519
Israel,2020,13370.306
Israel,2010,111848.891
Israel,2011,112228.485
Israel,2012,129419.232
Israel,2013,152678.638
Israel,2014,153546.836
Israel,2015,164234.247
Israel,2016,175958.326
Israel,2017,211424.331
Israel,2018,198894.991
Israel,2019,252458.693
Israel,2020,288007.853
Israel,2010,1839.667
Israel,2011,1637.484
Israel,2012,1944.092
Israel,2013,2560.626
Israel,2014,2685.973
Israel,2015,2820.558
Israel,2016,3309.423
Israel,2017,3783.124
Israel,2018,3933.823
Israel,2019,5610.931
Israel,2020,6416.615
Israel,2010,592.045
Israel,2011,670.753
Israel,2012,742.532
Israel,2013,953.655
Israel,2014,917.639
Israel,2015,939.951
Israel,2016,965.601
Israel,2017,1102.097
Israel,2018,1102.133
Israel,2019,1358.644
Israel,2020,1482.827
Israel,2010,255.411
Israel,2011,237.247
Israel,2012,233.408
Israel,2013,331.533
Israel,2014,437.282
Israel,2015,468.915
Israel,2016,334.74
Israel,2017,446.449
Israel,2018,518.364
Israel,2019,502.003
Israel,2020,542.039
Israel,2010,71941.872
Israel,2011,73772.614
Israel,2012,81164.091
Israel,2013,93343.237
Israel,2014,91860.852
Israel,2015,97702.68
Israel,2016,101571.566
Israel,2017,118870.871
Israel,2018,109305.648
Israel,2019,138046.239
Israel,2020,151457.587
Israel,2010,83880.789
Israel,2011,86675.31
Israel,2012,95769.854
Israel,2013,107893.19
Israel,2014,105096.3
Israel,2015,110715.973
Israel,2016,114989.976
Israel,2017,134133.361
Israel,2018,124923.883
Israel,2019,155083.407
Israel,2020,169593.521
Israel,2010,7815.965
Israel,2011,5133.55
Israel,2012,6779.267
Israel,2013,7322.272
Israel,2014,7741.642
Israel,2015,9881.112
Israel,2016,11305.652
Israel,2017,15136.602
Israel,2018,11355.612
Israel,2019,13818.059
Israel,2020,17419.079
Israel,2010,872.665
Israel,2011,1259.531
Israel,2012,1725.601
Israel,2013,2005.016
Israel,2014,2427.054
Israel,2015,2805.538
Israel,2016,3412.95
Israel,2017,4499.782
Israel,2018,5791.336
Israel,2019,7651.592
Israel,2020,9976.472
Israel,2010,0
Israel,2011,0
Israel,2012,0
Israel,2013,0
Israel,2014,0
Israel,2015,0
Israel,2016,0
Israel,2017,0
Israel,2018,0
Israel,2019,0
Israel,2020,0
Israel,2010,0
Israel,2011,0
Israel,2012,0
Israel,2013,0
Israel,2014,0
Israel,2015,0
Israel,2016,0
Israel,2017,0
Israel,2018,0
Israel,2019,0
Israel,2020,0
Israel,2010,759.597
Israel,2011,1144.436
Israel,2012,785.766
Israel,2013,1312.088
Israel,2014,1440.616
Israel,2015,2184.64
Israel,2016,3113.742
Israel,2017,3777.292
Israel,2018,2852.963
Israel,2019,3196.567
Israel,2020,3150.681
Israel,2010,6927.91
Israel,2011,7340.605
Israel,2012,10752.535
Israel,2013,15840.715
Israel,2014,16932.792
Israel,2015,15681.388
Israel,2016,16539.626
Israel,2017,20220.883
Israel,2018,19248.777
Israel,2019,25290.769
Israel,2020,28245.494
Israel,2010,512.577
Israel,2011,404.152
Israel,2012,315.241
Israel,2013,398.82
Israel,2014,311.454
Israel,2015,233.996
Israel,2016,493.9
Israel,2017,719.648
Israel,2018,949.532
Israel,2019,1219.611
Israel,2020,1990.997
Jamaica,2010,55912.8
Jamaica,2011,61141.356
Jamaica,2012,79175.903
Jamaica,2013,89311.176
Jamaica,2014,100573.51
Jamaica,2015,130213.18
Jamaica,2016,165804.86
Jamaica,2017,199563.625
Jamaica,2018,224099.567
Jamaica,2019,263609.797
Jamaica,2020,250024.813
Jamaica,2010,30467
Jamaica,2011,26883.805
Jamaica,2012,26781.965
Jamaica,2013,27304.519
Jamaica,2014,39433.992
Jamaica,2015,40388.369
Jamaica,2016,38268.722
Jamaica,2017,42028.868
Jamaica,2018,53134.356
Jamaica,2019,67987.029
Jamaica,2020,70400.075
Jamaica,2010,1791.7
Jamaica,2011,1753.672
Jamaica,2012,2603.059
Jamaica,2013,3915.161
Jamaica,2014,4366.48
Jamaica,2015,5740.223
Jamaica,2016,6592.711
Jamaica,2017,7009.526
Jamaica,2018,7407.39
Jamaica,2019,9448.557
Jamaica,2020,8232.828
Jamaica,2010,259067.4
Jamaica,2011,282981.488
Jamaica,2012,290388.176
Jamaica,2013,303740.451
Jamaica,2014,338414.973
Jamaica,2015,395076.856
Jamaica,2016,452146.326
Jamaica,2017,525829.668
Jamaica,2018,602367.859
Jamaica,2019,702167.145
Jamaica,2020,662320.187
Jamaica,2010,2235.4
Jamaica,2011,5174.33
Jamaica,2012,2613.881
Jamaica,2013,577.439
Jamaica,2014,1156.874
Jamaica,2015,1637.513
Jamaica,2016,2285.726
Jamaica,2017,2124.917
Jamaica,2018,4052.431
Jamaica,2019,4314.217
Jamaica,2020,3577.042
Jamaica,2010,13884.8
Jamaica,2011,14618.187
Jamaica,2012,17594.387
Jamaica,2013,18199.907
Jamaica,2014,20065.816
Jamaica,2015,21334.199
Jamaica,2016,21556.366
Jamaica,2017,21103.429
Jamaica,2018,24227.688
Jamaica,2019,25672.869
Jamaica,2020,29820.131
Jamaica,2012,0
Jamaica,2013,0
Jamaica,2014,0
Jamaica,2015,0
Jamaica,2016,0
Jamaica,2017,0
Jamaica,2018,0
Jamaica,2019,0
Jamaica,2020,0
Jamaica,2010,113196.9
Jamaica,2011,125998.04
Jamaica,2012,129141.717
Jamaica,2013,130461.889
Jamaica,2014,138375.45
Jamaica,2015,133563.014
Jamaica,2016,138054.894
Jamaica,2017,138659.186
Jamaica,2018,144529.145
Jamaica,2019,144245.471
Jamaica,2020,147583.56
Jamaica,2010,143663.9
Jamaica,2011,152881.845
Jamaica,2012,155923.682
Jamaica,2013,157766.408
Jamaica,2014,177809.442
Jamaica,2015,173951.383
Jamaica,2016,176323.616
Jamaica,2017,180688.054
Jamaica,2018,197663.501
Jamaica,2019,212232.5
Jamaica,2020,217983.635
Jamaica,2010,1956.2
Jamaica,2011,2077.56
Jamaica,2012,2330.346
Jamaica,2013,3771.099
Jamaica,2014,2803.468
Jamaica,2015,4109.446
Jamaica,2016,2684.737
Jamaica,2017,5075.712
Jamaica,2018,5044.737
Jamaica,2019,6069.754
Jamaica,2020,8671.132
Jamaica,2012,0
Jamaica,2013,0
Jamaica,2014,0
Jamaica,2015,0
Jamaica,2016,0
Jamaica,2017,0
Jamaica,2018,0
Jamaica,2019,0
Jamaica,2020,0
Jamaica,2010,3714.6
Jamaica,2011,12256.144
Jamaica,2012,0
Jamaica,2013,0
Jamaica,2014,0
Jamaica,2015,0
Jamaica,2016,0
Jamaica,2017,0
Jamaica,2018,0
Jamaica,2019,0
Jamaica,2020,0
Jamaica,2010,235.9
Jamaica,2011,135.79
Jamaica,2012,1609.546
Jamaica,2013,2179.61
Jamaica,2014,2524.613
Jamaica,2015,2283.339
Jamaica,2016,1665.323
Jamaica,2017,1371.159
Jamaica,2018,3562.397
Jamaica,2019,3844.36
Jamaica,2020,5574.992
Jamaica,2010,39421.7
Jamaica,2011,42794.77
Jamaica,2012,51860.18
Jamaica,2013,55976.205
Jamaica,2014,63340.839
Jamaica,2015,75876.177
Jamaica,2016,89555.937
Jamaica,2017,95968.671
Jamaica,2018,93722.857
Jamaica,2019,114800.292
Jamaica,2020,89898.871
Jamaica,2010,9671.3
Jamaica,2011,12146.2
Jamaica,2012,12452.96
Jamaica,2013,16425.157
Jamaica,2014,21514.795
Jamaica,2015,36626.018
Jamaica,2016,51993.592
Jamaica,2017,65807.092
Jamaica,2018,89674.636
Jamaica,2019,104864.926
Jamaica,2020,84838.947
Jamaica,2010,6583.5
Jamaica,2011,739.046
Jamaica,2012,4140.88
Jamaica,2013,4909.025
Jamaica,2014,4621.393
Jamaica,2015,4700.3
Jamaica,2016,9100.665
Jamaica,2017,10327.228
Jamaica,2018,9852.987
Jamaica,2019,11829.094
Jamaica,2020,54159.429
Jamaica,2010,653.179
Jamaica,2011,707.917
Jamaica,2012,855.367
Jamaica,2013,842.184
Jamaica,2014,879.216
Jamaica,2015,1084.853
Jamaica,2016,1297.184
Jamaica,2017,1605.447
Jamaica,2018,1767.278
Jamaica,2019,2009.576
Jamaica,2020,1764.354
Jamaica,2010,355.919
Jamaica,2011,311.271
Jamaica,2012,289.336
Jamaica,2013,257.475
Jamaica,2014,344.733
Jamaica,2015,336.49
Jamaica,2016,299.398
Jamaica,2017,338.113
Jamaica,2018,419.024
Jamaica,2019,518.285
Jamaica,2020,496.793
Jamaica,2010,20.931
Jamaica,2011,20.305
Jamaica,2012,28.122
Jamaica,2013,36.919
Jamaica,2014,38.172
Jamaica,2015,47.824
Jamaica,2016,51.578
Jamaica,2017,56.39
Jamaica,2018,58.416
Jamaica,2019,72.029
Jamaica,2020,58.097
Jamaica,2010,3026.451
Jamaica,2011,3276.464
Jamaica,2012,3137.171
Jamaica,2013,2864.203
Jamaica,2014,2958.431
Jamaica,2015,3291.527
Jamaica,2016,3537.393
Jamaica,2017,4230.188
Jamaica,2018,4750.352
Jamaica,2019,5352.828
Jamaica,2020,4673.805
Jamaica,2010,26.114
Jamaica,2011,59.91
Jamaica,2012,28.239
Jamaica,2013,5.445
Jamaica,2014,10.113
Jamaica,2015,13.643
Jamaica,2016,17.883
Jamaica,2017,17.095
Jamaica,2018,31.958
Jamaica,2019,32.889
Jamaica,2020,25.242
Jamaica,2010,162.204
Jamaica,2011,169.255
Jamaica,2012,190.079
Jamaica,2013,171.621
Jamaica,2014,175.416
Jamaica,2015,177.743
Jamaica,2016,168.647
Jamaica,2017,169.773
Jamaica,2018,191.063
Jamaica,2019,195.712
Jamaica,2020,210.432
Jamaica,2012,0
Jamaica,2013,0
Jamaica,2014,0
Jamaica,2015,0
Jamaica,2016,0
Jamaica,2017,0
Jamaica,2018,0
Jamaica,2019,0
Jamaica,2020,0
Jamaica,2010,1322.377
Jamaica,2011,1458.852
Jamaica,2012,1395.166
Jamaica,2013,1230.226
Jamaica,2014,1209.681
Jamaica,2015,1112.761
Jamaica,2016,1080.08
Jamaica,2017,1115.484
Jamaica,2018,1139.776
Jamaica,2019,1099.626
Jamaica,2020,1041.455
Jamaica,2010,1678.296
Jamaica,2011,1770.122
Jamaica,2012,1684.501
Jamaica,2013,1487.701
Jamaica,2014,1554.414
Jamaica,2015,1449.251
Jamaica,2016,1379.478
Jamaica,2017,1453.597
Jamaica,2018,1558.8
Jamaica,2019,1617.911
Jamaica,2020,1538.248
Jamaica,2010,22.853
Jamaica,2011,24.055
Jamaica,2012,25.176
Jamaica,2013,35.561
Jamaica,2014,24.508
Jamaica,2015,34.237
Jamaica,2016,21.004
Jamaica,2017,40.833
Jamaica,2018,39.783
Jamaica,2019,46.272
Jamaica,2020,61.19
Jamaica,2012,0
Jamaica,2013,0
Jamaica,2014,0
Jamaica,2015,0
Jamaica,2016,0
Jamaica,2017,0
Jamaica,2018,0
Jamaica,2019,0
Jamaica,2020,0
Jamaica,2010,43.394
Jamaica,2011,141.906
Jamaica,2012,0
Jamaica,2013,0
Jamaica,2014,0
Jamaica,2015,0
Jamaica,2016,0
Jamaica,2017,0
Jamaica,2018,0
Jamaica,2019,0
Jamaica,2020,0
Jamaica,2010,2.756
Jamaica,2011,1.572
Jamaica,2012,17.389
Jamaica,2013,20.553
Jamaica,2014,22.07
Jamaica,2015,19.023
Jamaica,2016,13.029
Jamaica,2017,11.031
Jamaica,2018,28.094
Jamaica,2019,29.307
Jamaica,2020,39.341
Jamaica,2010,460.528
Jamaica,2011,495.494
Jamaica,2012,560.265
Jamaica,2013,527.843
Jamaica,2014,553.727
Jamaica,2015,632.152
Jamaica,2016,700.646
Jamaica,2017,772.048
Jamaica,2018,739.111
Jamaica,2019,875.157
Jamaica,2020,634.391
Jamaica,2010,112.981
Jamaica,2011,140.633
Jamaica,2012,134.534
Jamaica,2013,154.885
Jamaica,2014,188.083
Jamaica,2015,305.144
Jamaica,2016,406.775
Jamaica,2017,529.404
Jamaica,2018,707.186
Jamaica,2019,799.416
Jamaica,2020,598.684
Jamaica,2010,76.909
Jamaica,2011,8.557
Jamaica,2012,44.735
Jamaica,2013,46.291
Jamaica,2014,40.4
Jamaica,2015,39.16
Jamaica,2016,71.2
Jamaica,2017,83.08
Jamaica,2018,77.702
Jamaica,2019,90.177
Jamaica,2020,382.188
Kenya,2010,48
Kenya,2011,755
Kenya,2012,0
Kenya,2010,14441
Kenya,2011,25516
Kenya,2012,26700
Kenya,2013,30380
Kenya,2014,40689.6
Kenya,2016,40093
Kenya,2017,42052
